M,N,Network,Layer,Recovery_Cycles,Sysarr_cycles,Recovery_sysarr_number,IBUF Read,WBUF Read,OBUF Write,best_tiling
64,256,ImageNetSNN,conv6/Convolution,1922016,1922016,16,374823936,981467136,8388608,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
64,512,ImageNetSNN,conv6/Convolution,963056,963056,8,374823936,490733568,8388608,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
128,1,ImageNetSNN,conv6/Convolution,376116160,376116160,3136,374823936,3.84735E+11,12845056,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
128,2,ImageNetSNN,conv6/Convolution,188059648,188059648,1568,374823936,1.92368E+11,12845056,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
128,4,ImageNetSNN,conv6/Convolution,94031392,94031392,784,374823936,96183779328,12845056,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
128,8,ImageNetSNN,conv6/Convolution,47017264,47017264,392,374823936,48091889664,12845056,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
128,16,ImageNetSNN,conv6/Convolution,23510200,23510200,196,374823936,24045944832,12845056,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
128,32,ImageNetSNN,conv6/Convolution,11996600,11996600,100,374823936,12268339200,13107200,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
128,64,ImageNetSNN,conv6/Convolution,6239896,6239896,52,374823936,6379536384,13631488,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
128,128,ImageNetSNN,conv6/Convolution,3361736,3361736,28,374823936,3435134976,14680064,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
128,256,ImageNetSNN,conv6/Convolution,1923040,1923040,16,374823936,1962934272,16777216,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
128,512,ImageNetSNN,conv6/Convolution,963568,963568,8,374823936,981467136,16777216,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
256,1,ImageNetSNN,conv6/Convolution,376517568,376517568,3136,374823936,7.6947E+11,25690112,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
256,2,ImageNetSNN,conv6/Convolution,188260352,188260352,1568,374823936,3.84735E+11,25690112,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
256,4,ImageNetSNN,conv6/Convolution,94131744,94131744,784,374823936,1.92368E+11,25690112,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
256,8,ImageNetSNN,conv6/Convolution,47067440,47067440,392,374823936,96183779328,25690112,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
256,16,ImageNetSNN,conv6/Convolution,23535288,23535288,196,374823936,48091889664,25690112,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
256,32,ImageNetSNN,conv6/Convolution,12009400,12009400,100,374823936,24536678400,26214400,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
256,64,ImageNetSNN,conv6/Convolution,6246552,6246552,52,374823936,12759072768,27262976,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
256,128,ImageNetSNN,conv6/Convolution,3365320,3365320,28,374823936,6870269952,29360128,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
256,256,ImageNetSNN,conv6/Convolution,1925088,1925088,16,374823936,3925868544,33554432,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
256,512,ImageNetSNN,conv6/Convolution,964592,964592,8,374823936,1962934272,33554432,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
512,1,ImageNetSNN,conv6/Convolution,377320384,377320384,3136,374823936,1.53894E+12,51380224,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
512,2,ImageNetSNN,conv6/Convolution,188661760,188661760,1568,374823936,7.6947E+11,51380224,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
512,4,ImageNetSNN,conv6/Convolution,94332448,94332448,784,374823936,3.84735E+11,51380224,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
512,8,ImageNetSNN,conv6/Convolution,47167792,47167792,392,374823936,1.92368E+11,51380224,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
512,16,ImageNetSNN,conv6/Convolution,23585464,23585464,196,374823936,96183779328,51380224,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
512,32,ImageNetSNN,conv6/Convolution,12035000,12035000,100,374823936,49073356800,52428800,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
512,64,ImageNetSNN,conv6/Convolution,6259864,6259864,52,374823936,25518145536,54525952,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
512,128,ImageNetSNN,conv6/Convolution,3372488,3372488,28,374823936,13740539904,58720256,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
512,256,ImageNetSNN,conv6/Convolution,1929184,1929184,16,374823936,7851737088,67108864,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
512,512,ImageNetSNN,conv6/Convolution,966640,966640,8,374823936,3925868544,67108864,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
1,1,ImageNetSNN,conv7/Convolution,216133632,216133632,1804,197517312,1729069056,57728,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
1,2,ImageNetSNN,conv7/Convolution,108187527,108187527,903,197517312,865492992,57792,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
1,4,ImageNetSNN,conv7/Convolution,54154572,54154572,452,197517312,433225728,57856,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
1,8,ImageNetSNN,conv7/Convolution,27198005,27198005,227,197517312,217571328,58112,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
1,16,ImageNetSNN,conv7/Convolution,13659822,13659822,114,197517312,109264896,58368,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
1,32,ImageNetSNN,conv7/Convolution,6950662,6950662,58,197517312,55590912,59392,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
1,64,ImageNetSNN,conv7/Convolution,3596130,3596130,30,197517312,28753920,61440,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
1,128,ImageNetSNN,conv7/Convolution,1918960,1918960,16,197517312,15335424,65536,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
1,256,ImageNetSNN,conv7/Convolution,1080567,1080567,9,197517312,8626176,73728,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
1,512,ImageNetSNN,conv7/Convolution,601595,601595,5,197517312,4792320,81920,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
2,1,ImageNetSNN,conv7/Convolution,360026045,360026045,3005,335508480,5760368640,192320,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
2,2,ImageNetSNN,conv7/Convolution,180074430,180074430,1503,335508480,2881142784,192384,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
2,4,ImageNetSNN,conv7/Convolution,90218436,90218436,753,335508480,1443446784,192768,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
2,8,ImageNetSNN,conv7/Convolution,45170632,45170632,377,335508480,722681856,193024,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
2,16,ImageNetSNN,conv7/Convolution,22646736,22646736,189,335508480,362299392,193536,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
2,32,ImageNetSNN,conv7/Convolution,11384800,11384800,95,335508480,182108160,194560,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
2,64,ImageNetSNN,conv7/Convolution,5873728,5873728,49,335508480,93929472,200704,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
2,128,ImageNetSNN,conv7/Convolution,2998400,2998400,25,335508480,47923200,204800,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
2,256,ImageNetSNN,conv7/Convolution,1560832,1560832,13,335508480,24920064,212992,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
2,512,ImageNetSNN,conv7/Convolution,962560,962560,8,335508480,15335424,262144,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
4,1,ImageNetSNN,conv7/Convolution,366142416,366142416,3056,343517184,11716263936,391168,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
4,2,ImageNetSNN,conv7/Convolution,183192548,183192548,1529,343517184,5861965824,391424,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
4,4,ImageNetSNN,conv7/Convolution,91657710,91657710,765,343517184,2932899840,391680,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
4,8,ImageNetSNN,conv7/Convolution,45890294,45890294,383,343517184,1468366848,392192,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
4,16,ImageNetSNN,conv7/Convolution,23006592,23006592,192,343517184,736100352,393216,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
4,32,ImageNetSNN,conv7/Convolution,11624674,11624674,97,343517184,371884032,397312,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
4,64,ImageNetSNN,conv7/Convolution,5993700,5993700,50,343517184,191692800,409600,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
4,128,ImageNetSNN,conv7/Convolution,3118388,3118388,26,343517184,99680256,425984,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
4,256,ImageNetSNN,conv7/Convolution,1680924,1680924,14,343517184,53673984,458752,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
4,512,ImageNetSNN,conv7/Convolution,962576,962576,8,343517184,30670848,524288,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
8,1,ImageNetSNN,conv7/Convolution,372025575,372025575,3105,357820416,23808245760,794880,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
8,2,ImageNetSNN,conv7/Convolution,186074248,186074248,1553,357820416,11907956736,795136,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
8,4,ImageNetSNN,conv7/Convolution,93098586,93098586,777,357820416,5957812224,795648,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
8,8,ImageNetSNN,conv7/Convolution,46610758,46610758,389,357820416,2982739968,796672,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
8,16,ImageNetSNN,conv7/Convolution,23366850,23366850,195,357820416,1495203840,798720,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
8,32,ImageNetSNN,conv7/Convolution,11864754,11864754,99,357820416,759103488,811008,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
8,64,ImageNetSNN,conv7/Convolution,6113778,6113778,51,357820416,391053312,835584,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
8,128,ImageNetSNN,conv7/Convolution,3238434,3238434,27,357820416,207028224,884736,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
8,256,ImageNetSNN,conv7/Convolution,1801050,1801050,15,357820416,115015680,983040,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
8,512,ImageNetSNN,conv7/Convolution,962608,962608,8,357820416,61341696,1048576,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
16,1,ImageNetSNN,conv7/Convolution,375764928,375764928,3136,369681408,48091889664,1605632,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
16,2,ImageNetSNN,conv7/Convolution,187884032,187884032,1568,369681408,24045944832,1605632,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
16,4,ImageNetSNN,conv7/Convolution,93943584,93943584,784,369681408,12022972416,1605632,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
16,8,ImageNetSNN,conv7/Convolution,46973360,46973360,392,369681408,6011486208,1605632,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
16,16,ImageNetSNN,conv7/Convolution,23488248,23488248,196,369681408,3005743104,1605632,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
16,32,ImageNetSNN,conv7/Convolution,11985400,11985400,100,369681408,1533542400,1638400,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
16,64,ImageNetSNN,conv7/Convolution,6234072,6234072,52,369681408,797442048,1703936,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
16,128,ImageNetSNN,conv7/Convolution,3358600,3358600,28,369681408,429391872,1835008,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
16,256,ImageNetSNN,conv7/Convolution,1921248,1921248,16,369681408,245366784,2097152,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
16,512,ImageNetSNN,conv7/Convolution,962672,962672,8,369681408,122683392,2097152,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
32,1,ImageNetSNN,conv7/Convolution,375815104,375815104,3136,372003840,96183779328,3211264,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
32,2,ImageNetSNN,conv7/Convolution,187909120,187909120,1568,372003840,48091889664,3211264,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
32,4,ImageNetSNN,conv7/Convolution,93956128,93956128,784,372003840,24045944832,3211264,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
32,8,ImageNetSNN,conv7/Convolution,46979632,46979632,392,372003840,12022972416,3211264,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
32,16,ImageNetSNN,conv7/Convolution,23491384,23491384,196,372003840,6011486208,3211264,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
32,32,ImageNetSNN,conv7/Convolution,11987000,11987000,100,372003840,3067084800,3276800,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
32,64,ImageNetSNN,conv7/Convolution,6234904,6234904,52,372003840,1594884096,3407872,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
32,128,ImageNetSNN,conv7/Convolution,3359048,3359048,28,372003840,858783744,3670016,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
32,256,ImageNetSNN,conv7/Convolution,1921504,1921504,16,372003840,490733568,4194304,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
32,512,ImageNetSNN,conv7/Convolution,962800,962800,8,372003840,245366784,4194304,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
64,1,ImageNetSNN,conv7/Convolution,375915456,375915456,3136,372003840,1.92368E+11,6422528,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
64,2,ImageNetSNN,conv7/Convolution,187959296,187959296,1568,372003840,96183779328,6422528,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
64,4,ImageNetSNN,conv7/Convolution,93981216,93981216,784,372003840,48091889664,6422528,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
64,8,ImageNetSNN,conv7/Convolution,46992176,46992176,392,372003840,24045944832,6422528,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
64,16,ImageNetSNN,conv7/Convolution,23497656,23497656,196,372003840,12022972416,6422528,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
64,32,ImageNetSNN,conv7/Convolution,11990200,11990200,100,372003840,6134169600,6553600,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
64,64,ImageNetSNN,conv7/Convolution,6236568,6236568,52,372003840,3189768192,6815744,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
64,128,ImageNetSNN,conv7/Convolution,3359944,3359944,28,372003840,1717567488,7340032,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
64,256,ImageNetSNN,conv7/Convolution,1922016,1922016,16,372003840,981467136,8388608,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
64,512,ImageNetSNN,conv7/Convolution,963056,963056,8,372003840,490733568,8388608,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
128,1,ImageNetSNN,conv7/Convolution,376116160,376116160,3136,372003840,3.84735E+11,12845056,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
128,2,ImageNetSNN,conv7/Convolution,188059648,188059648,1568,372003840,1.92368E+11,12845056,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
128,4,ImageNetSNN,conv7/Convolution,94031392,94031392,784,372003840,96183779328,12845056,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
128,8,ImageNetSNN,conv7/Convolution,47017264,47017264,392,372003840,48091889664,12845056,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
128,16,ImageNetSNN,conv7/Convolution,23510200,23510200,196,372003840,24045944832,12845056,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
128,32,ImageNetSNN,conv7/Convolution,11996600,11996600,100,372003840,12268339200,13107200,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
128,64,ImageNetSNN,conv7/Convolution,6239896,6239896,52,372003840,6379536384,13631488,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
128,128,ImageNetSNN,conv7/Convolution,3361736,3361736,28,372003840,3435134976,14680064,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
128,256,ImageNetSNN,conv7/Convolution,1923040,1923040,16,372003840,1962934272,16777216,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
128,512,ImageNetSNN,conv7/Convolution,963568,963568,8,372003840,981467136,16777216,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
256,1,ImageNetSNN,conv7/Convolution,376517568,376517568,3136,372003840,7.6947E+11,25690112,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
256,2,ImageNetSNN,conv7/Convolution,188260352,188260352,1568,372003840,3.84735E+11,25690112,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
256,4,ImageNetSNN,conv7/Convolution,94131744,94131744,784,372003840,1.92368E+11,25690112,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
256,8,ImageNetSNN,conv7/Convolution,47067440,47067440,392,372003840,96183779328,25690112,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
256,16,ImageNetSNN,conv7/Convolution,23535288,23535288,196,372003840,48091889664,25690112,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
256,32,ImageNetSNN,conv7/Convolution,12009400,12009400,100,372003840,24536678400,26214400,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
256,64,ImageNetSNN,conv7/Convolution,6246552,6246552,52,372003840,12759072768,27262976,"{'B/b': (1, 100), 'OW/ow': (1, 28), 'OH/oh': (1, 28), 'IC/ic': (32, 4), 'OC/oc': (4, 32)}"
